,COURSE,A%,B%
3240,MUS-U 513,,
3241,MUS-U 515,94.43,5.57
3242,MUS-U 596,92.92,6.58
3243,MUS-V 100,98.05,1.95
3244,MUS-V 101,86.15,8.52
3245,MUS-V 120,90.74,8.11
3246,MUS-V 150,94.06,2.47
3247,MUS-V 250,97.5,2.5
3248,MUS-V 350,99.59,0.41
3249,MUS-V 400,97.52,1.48
3250,MUS-V 410,100.0,0.0
3251,MUS-V 580,100.0,0.0
3252,MUS-V 601,,
3253,MUS-V 602,,
3254,MUS-V 603,,
3255,MUS-V 700,92.6,7.4
3256,MUS-V 800,,
3257,MUS-V 900,99.53,0.15
3258,MUS-V 910,100.0,0.0
3259,MUS-W 110,84.5,8.35
3260,MUS-W 120,,
3261,MUS-W 130,95.56,4.44
3262,MUS-W 140,,
3263,MUS-W 150,,
3264,MUS-W 410,88.56,9.87
3265,MUS-W 420,85.22,13.12
3266,MUS-W 430,80.03,16.3
3267,MUS-W 440,86.92,9.58
3268,MUS-W 450,79.37,19.12
3269,MUS-W 611,,
3270,MUS-W 612,,
3271,MUS-W 613,,
3272,MUS-W 710,,
3273,MUS-W 720,,
3274,MUS-W 730,,
3275,MUS-W 740,,
3276,MUS-W 750,,
3277,MUS-W 810,,
3278,MUS-W 820,,
3279,MUS-W 830,,
3280,MUS-W 840,,
3281,MUS-W 850,,
3282,MUS-W 910,90.5,9.5
3283,MUS-W 920,100.0,0.0
3284,MUS-W 930,99.36,0.64
3285,MUS-W 940,93.65,3.58
3286,MUS-W 950,100.0,0.0
3287,MUS-X   1,,
3288,MUS-X   2,,
3289,MUS-X  30,,
3290,MUS-X  40,,
3291,MUS-X  50,,
3292,MUS-X  60,,
3293,MUS-X  70,,
3294,MUS-X  90,,
3295,MUS-X 414,100.0,0.0
3296,MUS-X 420,100.0,0.0
3297,MUS-X 601,,
3298,MUS-Y 110,100.0,0.0
3299,MUS-Y 410,,
3300,MUS-Y 450,,
3301,MUS-Y 550,99.49,0.51
3302,MUS-Y 701,,
3303,MUS-Y 710,,
3304,MUS-Y 810,97.96,2.04
3305,MUS-Y 910,100.0,0.0
3306,MUS-Z 100,70.36,19.34
3307,MUS-Z 101,46.91,31.48
3308,MUS-Z 110,95.95,3.67
3309,MUS-Z 111,61.81,24.05
3310,MUS-Z 120,55.54,24.0
3311,MUS-Z 130,71.36,19.34
3312,MUS-Z 162,100.0,0.0
3313,MUS-Z 165,92.89,7.12
3314,MUS-Z 171,85.63,11.8
3315,MUS-Z 190,53.23,35.31
3316,MUS-Z 201,45.72,34.75
3317,MUS-Z 203,47.24,30.32
3318,MUS-Z 204,73.7,20.85
3319,MUS-Z 208,,
3320,MUS-Z 211,46.02,27.42
3321,MUS-Z 213,69.67,10.73
3322,MUS-Z 260,58.18,30.35
3323,MUS-Z 261,,
3324,MUS-Z 264,,
3325,MUS-Z 265,71.15,23.85
3326,MUS-Z 280,80.72,16.74
3327,MUS-Z 282,85.35,9.6
3328,MUS-Z 283,89.7,3.4
3329,MUS-Z 284,79.7,15.62
3330,MUS-Z 290,57.77,26.23
3331,MUS-Z 313,57.2,26.5
3332,MUS-Z 315,59.88,26.3
3333,MUS-Z 320,82.2,11.97
3334,MUS-Z 361,69.9,22.37
3335,MUS-Z 362,84.45,13.05
3336,MUS-Z 393,59.95,23.95
3337,MUS-Z 401,60.68,27.58
3338,MUS-Z 402,44.28,32.92
3339,MUS-Z 403,35.37,30.91
3340,MUS-Z 406,,
3341,MUS-Z 411,95.45,4.55
3342,MUS-Z 710,,
3343,NELC-A 100,,
3344,NELC-A 200,85.7,10.97
3345,NELC-A 300,93.3,0.0
3346,NELC-A 400,69.53,27.13
3347,NELC-A 500,,
3348,NELC-A 600,,
3349,NELC-A 660,,
3350,NELC-A 680,80.73,16.89
3351,NELC-E 100,28.6,71.4
3352,NELC-E 200,,
3353,NELC-E 201,54.63,31.18
3354,NELC-E 500,,
3355,NELC-E 505,,
3356,NELC-E 600,,
3357,NELC-E 660,,
3358,NELC-G 901,,
3359,NELC-H 501,,
3360,NELC-H 502,,
3361,NELC-H 503,,
3362,NELC-H 504,,
3363,NELC-H 505,,
3364,NELC-N 204,52.02,33.27
3365,NELC-N 208,78.54,18.9
3366,NELC-N 216,55.6,44.4
3367,NELC-N 233,50.0,37.5
3368,NELC-N 303,55.42,33.84
3369,NELC-N 304,57.64,33.56
3370,NELC-N 305,58.08,29.9
3371,NELC-N 307,54.11,39.6
3372,NELC-N 329,76.65,23.35
3373,NELC-N 370,44.18,44.7
3374,NELC-N 392,50.0,42.07
3375,NELC-N 397,44.36,42.24
3376,NELC-N 399,,
3377,NELC-N 455,100.0,0.0
3378,NELC-N 529,95.82,4.18
3379,NELC-N 570,96.42,3.58
3380,NELC-N 590,100.0,0.0
3381,NELC-N 593,,
3382,NELC-N 594,,
3383,NELC-N 598,100.0,0.0
3384,NELC-N 682,83.3,16.7
3385,NELC-N 695,85.75,14.25
3386,NELC-N 696,100.0,0.0
3387,NELC-N 710,,
3388,NELC-N 810,,
3389,NELC-X 392,,
3390,NELC-X 393,,
3391,NELC-X 394,,
3392,NELC-X 490,,
3393,NEUS-G 901,100.0,0.0
3394,NEUS-N 500,71.1,21.2
3395,NEUS-N 650,100.0,0.0
3396,NEUS-N 700,,
3397,NEUS-N 800,98.58,0.84
3398,NURS-B 234,45.86,53.3
3399,NURS-B 235,,
3400,NURS-B 237,53.3,40.0
3401,NURS-B 244,63.1,34.34
3402,NURS-B 245,,
3403,NURS-B 247,62.5,37.5
3404,NURS-B 253,99.24,0.76
3405,NURS-B 260,26.11,62.7
3406,NURS-B 261,41.27,51.89
3407,NURS-B 304,82.28,13.46
3408,NURS-B 331,81.55,12.55
3409,NURS-B 334,69.36,23.5
3410,NURS-B 403,100.0,0.0
3411,NURS-B 404,80.28,18.61
3412,NURS-B 444,91.97,8.03
3413,NURS-B 445,,
3414,NURS-H 355,83.29,15.95
3415,NURS-H 356,29.96,61.71
3416,NURS-H 360,40.78,54.93
3417,NURS-H 399,100.0,0.0
3418,NURS-H 403,100.0,0.0
3419,NURS-H 476,14.17,73.03
3420,NURS-H 499,100.0,0.0
3421,NURS-K 301,93.57,1.67
3422,NURS-K 434,,
3423,NURS-K 499,100.0,0.0
3424,NURS-L 430,97.94,2.06
3425,NURS-R 375,96.82,3.18
3426,NURS-R 470,91.32,8.67
3427,NURS-S 410,,
3428,NURS-S 420,83.3,16.7
3429,NURS-S 474,84.52,15.13
3430,NURS-S 475,91.89,7.4
3431,NURS-S 483,85.7,14.3
3432,NURS-S 487,51.12,43.94
3433,NURS-S 488,87.08,12.3
3434,NURS-S 489,,
3435,NURS-Z 480,,
3436,NURS-Z 492,,
3437,OPT-V 501,49.61,49.28
3438,OPT-V 502,66.67,33.33
3439,OPT-V 521,40.12,44.9
3440,OPT-V 540,38.89,53.08
3441,OPT-V 542,,
3442,OPT-V 550,34.0,60.79
3443,OPT-V 554,,
3444,OPT-V 569,,
3445,OPT-V 574,44.65,47.43
3446,OPT-V 601,54.9,45.1
3447,OPT-V 631,44.38,48.97
3448,OPT-V 642,45.53,46.2
3449,OPT-V 652,31.11,62.72
3450,OPT-V 653,11.15,82.53
3451,OPT-V 655,100.0,0.0
3452,OPT-V 665,35.4,54.6
3453,OPT-V 678,,
3454,OPT-V 680,13.48,84.17
3455,OPT-V 701,,
3456,OPT-V 745,43.37,48.15
3457,OPT-V 748,23.23,61.52
3458,OPT-V 752,55.78,38.08
3459,OPT-V 754,98.86,1.14
3460,OPT-V 756,100.0,0.0
3461,OPT-V 758,48.9,45.87
3462,OPT-V 780,,
3463,OPT-V 781,44.08,50.92
3464,OPT-V 782,,
3465,OPT-V 786,29.8,68.78
3466,OPT-V 787,31.28,67.53
3467,OPT-V 789,46.5,50.68
3468,OPT-V 880,,
3469,OPT-V 885,70.16,27.86
3470,OPT-V 887,61.08,38.49
3471,OPT-V 888,83.99,15.3
3472,OPT-V 889,,
3473,OVST-A 494,,
3474,OVST-A 496,,
3475,OVST-A 497,,
3476,OVST-A 499,,
3477,OVST-B 396,,
3478,OVST-B 494,,
3479,OVST-B 496,,
3480,OVST-B 497,,
3481,OVST-C 494,,
3482,OVST-C 497,,
3483,OVST-C 498,,
3484,OVST-D 396,,
3485,OVST-D 494,,
3486,OVST-D 497,,
3487,OVST-D 498,,
3488,OVST-E 396,,
3489,OVST-E 494,,
3490,OVST-E 497,,
3491,OVST-F 396,,
3492,OVST-F 494,,
3493,OVST-F 498,,
3494,OVST-F 596,,
3495,OVST-G 496,,
3496,OVST-G 497,,
3497,OVST-H 396,,
3498,OVST-H 498,,
3499,OVST-H 499,,
3500,OVST-I 496,,
3501,OVST-I 497,,
3502,OVST-I 498,,
3503,OVST-I 596,,
3504,OVST-J 396,,
3505,OVST-J 494,,
3506,OVST-J 496,,
3507,OVST-J 498,,
3508,OVST-K 494,,
3509,OVST-K 496,,
3510,OVST-L 496,,
3511,OVST-L 497,,
3512,OVST-L 499,,
3513,OVST-M 496,,
3514,OVST-M 497,,
3515,OVST-M 498,,
3516,OVST-N 496,,
3517,OVST-N 498,,
3518,OVST-N 499,,
3519,OVST-O 496,,
3520,OVST-O 498,,
3521,OVST-O 499,,
3522,OVST-P 396,,
3523,OVST-P 497,,
3524,OVST-P 499,,
3525,OVST-Q 496,,
3526,OVST-Q 497,,
3527,OVST-Q 498,,
3528,OVST-R 396,,
3529,OVST-R 496,,
3530,OVST-R 497,,
3531,OVST-R 498,,
3532,OVST-R 499,,
3533,OVST-S 396,,
3534,OVST-S 496,,
3535,OVST-S 498,,
3536,OVST-S 499,,
3537,OVST-T 497,,
3538,OVST-T 498,,
3539,OVST-T 499,,
3540,OVST-T 596,,
3541,OVST-U 497,,
3542,OVST-V 496,,
3543,OVST-V 498,,
3544,OVST-W 396,,
3545,OVST-X 497,,
3546,OVST-X 499,,
3547,OVST-Y 496,,
3548,OVST-Y 498,,
3549,OVST-Y 499,,
3550,OVST-Y 596,,
3551,OVST-Z 497,,
3552,OVST-Z 499,,
3553,PACE-C 100,73.33,21.67
3554,PACE-C 250,59.2,29.63
3555,PACE-C 300,46.33,35.23
3556,PACE-C 350,25.0,66.7
3557,PACE-X 473,,
3558,PACE-X 490,,
3559,PATH-C 859,,
3560,PHIL-G 599,,
3561,PHIL-G 901,,
3562,PHIL-P 100,29.46,44.71
3563,PHIL-P 105,36.34,33.55
3564,PHIL-P 107,45.0,28.75
3565,PHIL-P 135,29.71,42.52
3566,PHIL-P 140,34.56,43.07
3567,PHIL-P 145,51.04,35.86
3568,PHIL-P 150,36.47,26.95
3569,PHIL-P 201,30.61,41.64
3570,PHIL-P 240,37.02,48.42
3571,PHIL-P 242,,
3572,PHIL-P 250,33.97,27.59
3573,PHIL-P 301,42.21,42.96
3574,PHIL-P 312,32.98,48.32
3575,PHIL-P 332,55.47,26.27
3576,PHIL-P 345,55.8,38.1
3577,PHIL-P 360,37.5,43.97
3578,PHIL-P 393,60.3,35.65
3579,PHIL-P 401,47.8,36.21
3580,PHIL-P 470,48.24,44.26
3581,PHIL-P 498,,
3582,PHIL-P 499,,
3583,PHIL-P 500,,
3584,PHIL-P 505,78.2,18.07
3585,PHIL-P 522,86.89,12.26
3586,PHIL-P 540,74.72,25.28
3587,PHIL-P 590,,
3588,PHIL-P 595,,
3589,PHIL-P 596,,
3590,PHIL-P 597,,
3591,PHIL-P 770,,
3592,PHIL-P 803,,
3593,PHIL-P 804,,
3594,PHIL-P 805,,
3595,PHIL-X 473,,
3596,PHIL-X 490,,
3597,PHSL-P 214,,
3598,PHSL-P 215,29.06,32.27
3599,PHSL-P 416,64.43,25.11
3600,PHSL-P 530,100.0,0.0
3601,PHSL-P 550,,
3602,PHSL-P 800,,
3603,PHYS-G 901,97.2,2.8
3604,PHYS-H 221,73.13,23.67
3605,PHYS-P 105,32.82,36.72
3606,PHYS-P 110,48.08,29.99
3607,PHYS-P 120,43.55,31.85
3608,PHYS-P 150,38.48,37.94
3609,PHYS-P 199,24.21,42.21
3610,PHYS-P 201,27.22,42.53
3611,PHYS-P 202,30.38,43.14
3612,PHYS-P 221,49.32,26.93
3613,PHYS-P 222,47.34,30.39
3614,PHYS-P 301,39.42,37.16
3615,PHYS-P 309,46.97,44.44
3616,PHYS-P 310,61.71,32.29
3617,PHYS-P 331,38.4,34.22
3618,PHYS-P 350,78.57,21.43
3619,PHYS-P 400,72.23,19.43
3620,PHYS-P 411,,
3621,PHYS-P 441,43.67,34.94
3622,PHYS-P 451,59.3,28.84
3623,PHYS-P 454,59.08,32.73
3624,PHYS-P 500,,
3625,PHYS-P 504,97.33,0.0
3626,PHYS-P 506,45.82,47.11
3627,PHYS-P 510,91.7,8.3
3628,PHYS-P 511,53.59,38.97
3629,PHYS-P 521,57.74,37.63
3630,PHYS-P 540,61.45,38.55
3631,PHYS-P 551,,
3632,PHYS-P 575,74.74,25.26
3633,PHYS-P 610,68.07,31.93
3634,PHYS-P 616,28.6,57.1
3635,PHYS-P 621,78.53,20.47
3636,PHYS-P 637,78.72,21.28
3637,PHYS-P 640,76.23,20.51
3638,PHYS-P 665,,
3639,PHYS-P 704,,
3640,PHYS-P 705,,
3641,PHYS-P 706,,
3642,PHYS-P 790,,
3643,PHYS-P 800,,
3644,PHYS-P 801,,
3645,PHYS-P 802,96.11,3.65
3646,PHYS-P 803,100.0,0.0
3647,PHYS-P 804,,
3648,PHYS-S 409,,
3649,PHYS-X 473,,
3650,PHYS-X 490,,
3651,PHYS-X 498,83.3,16.7
3652,POLS-G 901,100.0,0.0
3653,POLS-P 570,100.0,0.0
3654,POLS-X 471,100.0,0.0
3655,POLS-X 477,,
3656,POLS-X 490,,
3657,POLS-Y 100,40.25,40.25
3658,POLS-Y 103,28.49,37.14
3659,POLS-Y 105,26.35,45.51
3660,POLS-Y 107,45.43,32.01
3661,POLS-Y 109,23.49,46.02
3662,POLS-Y 204,55.82,29.48
3663,POLS-Y 205,45.32,31.95
3664,POLS-Y 211,37.32,36.63
3665,POLS-Y 300,33.8,41.79
3666,POLS-Y 301,26.8,54.32
3667,POLS-Y 304,28.99,50.35
3668,POLS-Y 315,30.99,37.62
3669,POLS-Y 317,39.65,40.09
3670,POLS-Y 318,33.33,43.37
3671,POLS-Y 321,51.66,36.34
3672,POLS-Y 335,29.6,36.8
3673,POLS-Y 337,50.69,26.86
3674,POLS-Y 340,41.7,50.0
3675,POLS-Y 348,26.68,48.18
3676,POLS-Y 353,41.61,38.49
3677,POLS-Y 360,28.69,40.75
3678,POLS-Y 361,38.9,33.3
3679,POLS-Y 363,23.87,53.21
3680,POLS-Y 376,28.6,39.27
3681,POLS-Y 381,29.3,40.5
3682,POLS-Y 383,27.61,46.77
3683,POLS-Y 395,47.23,32.73
3684,POLS-Y 490,54.17,35.81
3685,POLS-Y 496,,
3686,POLS-Y 499,96.42,1.91
3687,POLS-Y 550,100.0,0.0
3688,POLS-Y 552,,
3689,POLS-Y 561,92.78,7.22
3690,POLS-Y 570,87.44,11.0
3691,POLS-Y 575,91.06,6.41
3692,POLS-Y 579,100.0,0.0
3693,POLS-Y 657,90.17,9.13
3694,POLS-Y 661,94.03,5.29
3695,POLS-Y 669,90.43,9.57
3696,POLS-Y 673,93.66,6.34
3697,POLS-Y 675,85.74,13.9
3698,POLS-Y 681,,
3699,POLS-Y 683,,
3700,POLS-Y 685,,
3701,POLS-Y 687,,
3702,POLS-Y 689,,
3703,POLS-Y 780,,
3704,POLS-Y 880,,
3705,POLS-Y 890,,
3706,PSY-C 109,,
3707,PSY-C 209,,
3708,PSY-C 309,,
3709,PSY-C 444,,
3710,PSY-G 901,100.0,0.0
3711,PSY-K 300,46.74,29.81
3712,PSY-P 101,41.03,33.04
3713,PSY-P 102,48.31,30.61
3714,PSY-P 155,42.96,29.82
3715,PSY-P 211,40.08,33.41
3716,PSY-P 303,18.8,47.9
3717,PSY-P 304,43.53,34.86
3718,PSY-P 315,58.32,28.01
3719,PSY-P 318,55.48,34.27
3720,PSY-P 319,40.51,37.83
3721,PSY-P 323,48.5,34.4
3722,PSY-P 324,46.84,32.69
3723,PSY-P 335,49.02,29.88
3724,PSY-P 336,,
3725,PSY-P 337,59.53,26.85
3726,PSY-P 346,40.2,34.06
3727,PSY-P 351,,
3728,PSY-P 357,56.02,28.42
3729,PSY-P 366,20.53,50.33
3730,PSY-P 375,59.28,33.22
3731,PSY-P 386,81.87,17.03
3732,PSY-P 407,65.18,27.4
3733,PSY-P 421,51.2,33.46
3734,PSY-P 426,89.13,9.75
3735,PSY-P 430,40.24,40.44
3736,PSY-P 435,65.21,25.79
3737,PSY-P 437,82.82,13.79
3738,PSY-P 442,61.15,16.65
3739,PSY-P 452,48.02,34.62
3740,PSY-P 457,71.61,20.5
3741,PSY-P 460,59.56,35.45
3742,PSY-P 461,51.13,38.76
3743,PSY-P 466,90.03,7.7
3744,PSY-P 469,35.13,37.63
3745,PSY-P 472,52.39,43.27
3746,PSY-P 473,72.05,20.94
3747,PSY-P 478,42.73,44.17
3748,PSY-P 482,77.8,22.2
3749,PSY-P 483,83.97,13.47
3750,PSY-P 499,97.12,2.88
3751,PSY-P 553,86.02,13.98
3752,PSY-P 569,83.35,16.65
3753,PSY-P 590,,
3754,PSY-P 595,100.0,0.0
3755,PSY-P 620,73.0,27.0
3756,PSY-P 624,100.0,0.0
3757,PSY-P 637,,
3758,PSY-P 650,87.85,12.15
3759,PSY-P 657,95.08,4.53
3760,PSY-P 690,100.0,0.0
3761,PSY-P 700,100.0,0.0
3762,PSY-P 701,,
3763,PSY-P 702,100.0,0.0
3764,PSY-P 747,95.0,5.0
3765,PSY-P 895,,
3766,PSY-P 898,,
3767,PSY-P 899,,
3768,PSY-X 371,,
3769,PSY-X 397,96.48,2.25
3770,PSY-X 398,100.0,0.0
3771,PSY-X 476,95.23,4.77
3772,PSY-X 491,,
3773,PSY-X 497,100.0,0.0
3774,PSY-X 498,100.0,0.0
3775,REEI-R 300,91.7,8.3
3776,REEI-R 500,95.24,3.17
3777,REEI-R 575,100.0,0.0
3778,REEI-R 600,87.86,9.04
3779,REEI-X 490,,
3780,REL-A 210,53.51,31.51
3781,REL-A 270,49.51,29.78
3782,REL-A 318,38.5,46.2
3783,REL-A 325,69.6,21.7
3784,REL-B 210,12.12,41.52
3785,REL-B 220,47.2,27.39
3786,REL-B 300,35.25,44.9
3787,REL-B 310,41.18,40.05
3788,REL-B 320,,
3789,REL-B 410,,
3790,REL-B 460,41.7,50.0
3791,REL-C 325,62.05,31.3
3792,REL-C 401,69.45,18.85
3793,REL-C 402,59.14,32.48
3794,REL-D 301,78.33,19.3
3795,REL-D 350,36.26,35.32
3796,REL-D 375,56.4,17.67
3797,REL-D 410,63.6,27.3
3798,REL-G 599,,
3799,REL-G 901,,
3800,REL-R 133,40.65,39.28
3801,REL-R 153,43.89,36.67
3802,REL-R 160,41.2,31.6
3803,REL-R 170,32.89,43.88
3804,REL-R 389,70.41,21.98
3805,REL-R 399,,
3806,REL-R 499,,
3807,REL-R 521,,
3808,REL-R 531,,
3809,REL-R 532,,
3810,REL-R 551,,
3811,REL-R 552,,
3812,REL-R 554,100.0,0.0
3813,REL-R 561,,
3814,REL-R 563,,
3815,REL-R 590,100.0,0.0
3816,REL-R 662,71.4,28.6
3817,REL-R 665,87.5,12.5
3818,REL-R 698,,
3819,REL-R 699,,
3820,REL-R 736,,
3821,REL-R 750,,
3822,REL-R 762,,
3823,REL-R 790,100.0,0.0
3824,REL-R 791,,
3825,REL-R 792,,
3826,REL-R 793,,
3827,REL-R 794,,
3828,REL-R 799,,
3829,REL-X 370,,
3830,REL-X 371,,
3831,REL-X 498,,
3832,REN-R 501,,
3833,SEAS-B 101,,
3834,SEAS-I 101,52.35,47.65
3835,SEAS-I 201,,
3836,SEAS-S 240,60.9,21.7
3837,SEAS-S 761,,
3838,SEAS-T 101,,
3839,SEAS-T 201,,
3840,SEAS-T 501,,
3841,SEAS-X 373,,
3842,SEAS-X 490,,
3843,SGIS-S 150,,
3844,SGIS-S 201,100.0,0.0
3845,SGIS-X 373,,
3846,SGIS-X 573,,
3847,SLAV-C 101,58.4,32.07
3848,SLAV-C 201,,
3849,SLAV-C 501,,
3850,SLAV-C 503,,
3851,SLAV-G 599,,
3852,SLAV-G 901,,
3853,SLAV-L 501,66.7,33.3
3854,SLAV-L 600,,
3855,SLAV-P 101,68.0,25.95
3856,SLAV-P 201,65.1,24.63
3857,SLAV-P 301,,
3858,SLAV-P 363,72.25,13.9
3859,SLAV-P 501,,
3860,SLAV-P 503,100.0,0.0
3861,SLAV-P 505,,
3862,SLAV-P 563,,
3863,SLAV-R 101,69.2,17.84
3864,SLAV-R 201,64.49,25.98
3865,SLAV-R 223,54.66,35.43
3866,SLAV-R 263,44.45,38.78
3867,SLAV-R 301,68.63,27.33
3868,SLAV-R 328,,
3869,SLAV-R 352,57.64,31.06
3870,SLAV-R 398,83.3,16.7
3871,SLAV-R 401,87.58,11.66
3872,SLAV-R 404,70.85,29.15
3873,SLAV-R 472,85.7,14.3
3874,SLAV-R 491,91.32,8.68
3875,SLAV-R 532,,
3876,SLAV-R 552,100.0,0.0
3877,SLAV-R 563,89.67,5.57
3878,SLAV-R 572,100.0,0.0
3879,SLAV-R 601,97.78,2.22
3880,SLAV-S 101,71.17,20.1
3881,SLAV-S 201,75.0,8.35
3882,SLAV-S 301,,
3883,SLAV-S 320,56.06,24.45
3884,SLAV-S 499,,
3885,SLAV-S 501,,
3886,SLAV-S 503,85.7,14.3
3887,SLAV-S 505,,
3888,SLAV-S 540,96.07,3.93
3889,SLAV-S 562,,
3890,SLAV-S 801,,
3891,SLAV-T 230,83.9,16.1
3892,SLAV-U 101,,
3893,SLAV-U 201,,
3894,SLAV-U 501,,
3895,SLAV-U 503,,
3896,SLAV-X 490,,
3897,SLST-G 901,,
3898,SLST-S 112,41.2,41.2
3899,SLST-S 150,44.4,44.4
3900,SLST-S 301,58.36,33.05
3901,SLST-S 302,60.27,20.77
3902,SLST-S 532,73.09,23.65
3903,SLST-S 533,73.56,22.44
3904,SLST-S 536,79.57,18.41
3905,SLST-S 600,78.56,18.85
3906,SLST-S 612,,
3907,SLST-S 690,,
3908,SLST-S 800,,
3909,SLST-T  61,,
3910,SLST-T  62,,
3911,SLST-T  63,,
3912,SLST-T  64,,
3913,SLST-T  65,,
3914,SLST-T  66,,
3915,SLST-T  67,,
3916,SLST-T  68,,
3917,SLST-T  71,,
3918,SLST-T  72,,
3919,SLST-T  73,,
3920,SLST-T  74,,
3921,SLST-T  75,,
3922,SLST-T  76,,
3923,SLST-T  77,,
3924,SLST-T  78,,
3925,SLST-T 100,,
3926,SLST-T 101,47.58,35.56
3927,SLST-T 102,62.37,24.71
3928,SLST-T 103,59.87,29.66
3929,SLST-T 104,69.18,17.85
3930,SLST-T 111,26.1,48.34
3931,SLST-T 121,42.86,41.03
3932,SLST-T 135,42.1,44.76
3933,SLST-T 501,78.94,18.97
3934,SLST-T 502,81.52,17.68
3935,SLST-T 505,,
3936,SLST-T 510,78.28,17.86
3937,SLST-T 514,81.29,16.46
3938,SLST-T 550,84.36,15.64
3939,SOAD-A 100,52.1,37.22
3940,SOAD-A 101,74.79,18.14
3941,SOAD-A 102,65.99,27.16
3942,SOAD-A 103,75.6,20.74
3943,SOAD-A 201,44.45,33.3
3944,SOAD-A 211,65.85,24.67
3945,SOAD-A 401,54.5,9.1
3946,SOAD-C 280,85.7,10.7
3947,SOAD-C 381,50.0,50.0
3948,SOAD-D 168,53.63,35.5
3949,SOAD-D 191,82.73,12.9
3950,SOAD-D 202,71.95,28.05
3951,SOAD-D 263,46.55,37.62
3952,SOAD-D 264,48.23,30.63
3953,SOAD-D 268,86.7,6.7
3954,SOAD-D 271,58.28,30.25
3955,SOAD-D 302,46.15,47.45
3956,SOAD-D 365,71.85,24.3
3957,SOAD-D 374,56.12,37.7
3958,SOAD-D 469,72.65,21.8
3959,SOAD-F 202,60.58,31.7
3960,SOAD-F 203,31.83,48.77
3961,SOAD-F 207,31.12,41.62
3962,SOAD-F 213,63.88,26.68
3963,SOAD-F 301,76.0,20.0
3964,SOAD-F 305,39.65,42.1
3965,SOAD-F 328,83.07,9.43
3966,SOAD-F 340,58.14,31.7
3967,SOAD-F 402,69.43,20.83
3968,SOAD-F 411,13.15,50.0
3969,SOAD-F 511,,
3970,SOAD-G 901,,
3971,SOAD-M 109,,
3972,SOAD-M 204,45.58,44.78
3973,SOAD-M 219,72.0,20.0
3974,SOAD-M 308,75.82,22.26
3975,SOAD-M 309,70.8,27.8
3976,SOAD-M 315,32.77,48.85
3977,SOAD-M 327,91.65,6.25
3978,SOAD-M 350,45.17,49.2
3979,SOAD-M 404,51.36,37.52
3980,SOAD-M 405,39.2,49.85
3981,SOAD-M 410,,
3982,SOAD-M 412,88.2,5.9
3983,SOAD-M 413,60.14,35.99
3984,SOAD-M 416,40.2,43.27
3985,SOAD-M 450,56.05,31.8
3986,SOAD-M 485,73.78,20.91
3987,SOAD-M 599,,
3988,SOAD-N 110,81.41,14.05
3989,SOAD-N 130,75.73,12.07
3990,SOAD-N 198,59.85,32.25
3991,SOAD-S 200,74.73,18.08
3992,SOAD-S 210,75.01,18.38
3993,SOAD-S 220,45.72,36.3
3994,SOAD-S 230,88.77,7.54
3995,SOAD-S 240,50.0,41.7
3996,SOAD-S 250,83.16,14.22
3997,SOAD-S 260,72.38,17.81
3998,SOAD-S 270,83.0,8.63
3999,SOAD-S 271,88.63,9.3
4000,SOAD-S 280,81.12,14.16
4001,SOAD-S 290,79.48,16.24
4002,SOAD-S 300,80.2,9.7
4003,SOAD-S 310,60.43,27.93
4004,SOAD-S 311,74.4,20.17
4005,SOAD-S 313,44.43,34.27
4006,SOAD-S 320,52.07,26.92
4007,SOAD-S 330,81.24,16.54
4008,SOAD-S 343,75.0,12.5
4009,SOAD-S 344,55.6,33.3
4010,SOAD-S 351,81.28,13.54
4011,SOAD-S 352,76.55,20.95
4012,SOAD-S 360,93.2,5.61
4013,SOAD-S 370,97.43,2.57
4014,SOAD-S 380,75.0,25.0
4015,SOAD-S 390,61.34,27.76
4016,SOAD-S 400,,
4017,SOAD-S 402,100.0,0.0
4018,SOAD-S 410,,
4019,SOAD-S 411,83.3,16.7
4020,SOAD-S 412,66.7,33.3
4021,SOAD-S 413,85.7,14.3
4022,SOAD-S 419,75.0,25.0
4023,SOAD-S 420,,
4024,SOAD-S 422,,
4025,SOAD-S 430,,
4026,SOAD-S 432,100.0,0.0
4027,SOAD-S 439,100.0,0.0
4028,SOAD-S 442,100.0,0.0
4029,SOAD-S 443,,
4030,SOAD-S 444,,
4031,SOAD-S 449,,
4032,SOAD-S 450,73.32,24.9
4033,SOAD-S 452,94.43,5.57
4034,SOAD-S 460,86.1,8.35
4035,SOAD-S 462,83.3,16.7
4036,SOAD-S 468,50.0,50.0
4037,SOAD-S 469,,
4038,SOAD-S 470,,
4039,SOAD-S 472,,
4040,SOAD-S 479,,
4041,SOAD-S 480,,
4042,SOAD-S 482,,
4043,SOAD-S 489,,
4044,SOAD-S 490,52.3,33.6
4045,SOAD-S 492,,
4046,SOAD-S 500,,
4047,SOAD-S 509,100.0,0.0
4048,SOAD-S 510,,
4049,SOAD-S 511,50.0,50.0
4050,SOAD-S 519,83.3,16.7
4051,SOAD-S 520,,
4052,SOAD-S 521,100.0,0.0
4053,SOAD-S 529,100.0,0.0
4054,SOAD-S 530,,
4055,SOAD-S 531,100.0,0.0
4056,SOAD-S 539,100.0,0.0
4057,SOAD-S 541,90.03,9.97
4058,SOAD-S 543,,
4059,SOAD-S 544,100.0,0.0
4060,SOAD-S 549,100.0,0.0
4061,SOAD-S 550,,
4062,SOAD-S 551,58.33,41.67
