,COURSE,A%,B%
1616,ENG-L 317,27.68,51.78
1617,ENG-L 335,28.47,49.98
1618,ENG-L 345,44.95,55.05
1619,ENG-L 346,39.98,41.45
1620,ENG-L 348,46.98,35.92
1621,ENG-L 369,64.5,22.73
1622,ENG-L 371,45.85,41.52
1623,ENG-L 381,50.91,39.75
1624,ENG-L 389,66.65,29.9
1625,ENG-L 391,49.03,41.56
1626,ENG-L 395,48.46,29.11
1627,ENG-L 396,45.5,37.11
1628,ENG-L 450,60.25,31.21
1629,ENG-L 460,61.7,30.82
1630,ENG-L 499,98.46,1.54
1631,ENG-L 503,,
1632,ENG-L 504,100.0,0.0
1633,ENG-L 553,,
1634,ENG-L 599,,
1635,ENG-L 611,95.83,4.17
1636,ENG-L 625,88.9,11.1
1637,ENG-L 626,100.0,0.0
1638,ENG-L 629,100.0,0.0
1639,ENG-L 655,,
1640,ENG-L 657,95.23,4.77
1641,ENG-L 680,91.67,8.33
1642,ENG-L 695,100.0,0.0
1643,ENG-L 699,,
1644,ENG-L 740,100.0,0.0
1645,ENG-L 790,100.0,0.0
1646,ENG-L 799,,
1647,ENG-R 130,84.0,8.0
1648,ENG-R 201,,
1649,ENG-R 209,57.27,30.79
1650,ENG-R 210,56.68,36.2
1651,ENG-R 228,46.41,39.51
1652,ENG-R 321,,
1653,ENG-R 355,60.67,37.25
1654,ENG-R 396,54.27,37.18
1655,ENG-R 546,100.0,0.0
1656,ENG-R 770,,
1657,ENG-W 103,61.47,27.65
1658,ENG-W 131,31.85,43.21
1659,ENG-W 170,36.38,44.81
1660,ENG-W 202,33.4,30.55
1661,ENG-W 203,73.78,15.76
1662,ENG-W 231,48.98,41.55
1663,ENG-W 240,61.12,32.77
1664,ENG-W 270,45.23,44.5
1665,ENG-W 280,80.95,13.4
1666,ENG-W 301,56.1,35.97
1667,ENG-W 303,92.32,6.16
1668,ENG-W 311,70.53,22.2
1669,ENG-W 350,36.04,44.23
1670,ENG-W 381,63.61,31.13
1671,ENG-W 401,69.83,26.09
1672,ENG-W 413,86.13,11.47
1673,ENG-W 500,,
1674,ENG-W 501,,
1675,ENG-W 509,,
1676,ENG-W 554,98.62,0.0
1677,ENG-W 600,,
1678,ENG-W 611,98.62,0.0
1679,ENG-W 613,100.0,0.0
1680,ENG-W 620,,
1681,ENG-W 664,100.0,0.0
1682,ENG-W 682,,
1683,ENG-W 697,100.0,0.0
1684,ENG-W 699,100.0,0.0
1685,ENG-X 373,,
1686,ENG-X 471,,
1687,ENG-X 473,,
1688,ENG-X 490,100.0,0.0
1689,ENGR-E 101,63.23,23.01
1690,ENGR-E 201,35.55,29.45
1691,ENGR-E 221,61.9,32.5
1692,ENGR-E 299,100.0,0.0
1693,ENGR-E 311,,
1694,ENGR-E 312,,
1695,ENGR-E 313,,
1696,ENGR-E 317,,
1697,ENGR-E 318,,
1698,ENGR-E 321,22.2,55.6
1699,ENGR-E 340,,
1700,ENGR-E 390,100.0,0.0
1701,ENGR-E 399,,
1702,ENGR-E 416,,
1703,ENGR-E 451,,
1704,ENGR-E 484,,
1705,ENGR-E 490,,
1706,ENGR-E 500,100.0,0.0
1707,ENGR-E 502,,
1708,ENGR-E 503,86.4,9.1
1709,ENGR-E 504,63.6,27.3
1710,ENGR-E 506,100.0,0.0
1711,ENGR-E 513,,
1712,ENGR-E 516,71.1,20.57
1713,ENGR-E 517,52.8,47.2
1714,ENGR-E 518,,
1715,ENGR-E 533,92.2,7.8
1716,ENGR-E 534,70.0,30.0
1717,ENGR-E 537,,
1718,ENGR-E 551,,
1719,ENGR-E 584,,
1720,ENGR-E 591,,
1721,ENGR-E 599,,
1722,ENGR-E 687,98.56,1.44
1723,ENGR-E 788,,
1724,ENGR-E 890,,
1725,ENGR-G 901,,
1726,EURO-E 100,62.08,30.0
1727,EURO-E 200,54.66,38.0
1728,EURO-E 300,87.5,12.5
1729,EURO-E 491,,
1730,EURO-E 582,,
1731,EURO-W 301,,
1732,EURO-W 405,62.68,23.83
1733,EURO-W 406,40.4,59.6
1734,EURO-W 605,,
1735,EURO-W 800,,
1736,EURO-W 805,,
1737,EURO-W 875,,
1738,EURO-X 373,,
1739,EURO-X 490,,
1740,FOLK-E 151,39.43,39.45
1741,FOLK-E 295,32.75,43.76
1742,FOLK-E 522,95.31,4.69
1743,FOLK-E 533,92.9,7.1
1744,FOLK-F 101,56.97,28.35
1745,FOLK-F 111,51.29,32.22
1746,FOLK-F 131,55.8,30.97
1747,FOLK-F 141,68.45,22.68
1748,FOLK-F 210,52.89,44.31
1749,FOLK-F 215,40.85,55.8
1750,FOLK-F 225,72.0,23.43
1751,FOLK-F 252,50.5,34.36
1752,FOLK-F 316,36.8,42.1
1753,FOLK-F 330,55.59,35.51
1754,FOLK-F 360,63.53,29.29
1755,FOLK-F 364,56.93,32.28
1756,FOLK-F 370,,
1757,FOLK-F 399,,
1758,FOLK-F 401,59.46,32.47
1759,FOLK-F 404,61.3,28.42
1760,FOLK-F 420,61.18,31.42
1761,FOLK-F 440,53.77,33.13
1762,FOLK-F 497,81.64,16.29
1763,FOLK-F 516,96.71,3.29
1764,FOLK-F 545,96.33,2.56
1765,FOLK-F 638,97.92,2.08
1766,FOLK-F 713,100.0,0.0
1767,FOLK-F 722,99.33,0.67
1768,FOLK-F 755,92.14,5.0
1769,FOLK-F 800,97.22,2.78
1770,FOLK-F 802,,
1771,FOLK-F 803,100.0,0.0
1772,FOLK-F 804,95.62,3.12
1773,FOLK-F 806,,
1774,FOLK-F 850,100.0,0.0
1775,FOLK-G 599,,
1776,FOLK-G 901,,
1777,FOLK-X 402,,
1778,FOLK-X 476,,
1779,FOLK-X 477,,
1780,FOLK-X 490,,
1781,FRIT-F 100,25.06,36.63
1782,FRIT-F 115,42.16,34.72
1783,FRIT-F 150,24.09,38.56
1784,FRIT-F 152,,
1785,FRIT-F 200,31.28,39.4
1786,FRIT-F 202,,
1787,FRIT-F 225,32.1,37.3
1788,FRIT-F 250,36.65,37.89
1789,FRIT-F 252,,
1790,FRIT-F 300,51.62,39.82
1791,FRIT-F 305,53.93,39.66
1792,FRIT-F 311,54.28,33.63
1793,FRIT-F 313,40.3,42.72
1794,FRIT-F 314,62.79,32.94
1795,FRIT-F 315,51.3,27.4
1796,FRIT-F 361,50.37,41.66
1797,FRIT-F 399,,
1798,FRIT-F 413,47.9,46.55
1799,FRIT-F 446,60.27,39.73
1800,FRIT-F 461,57.02,38.46
1801,FRIT-F 491,89.18,9.34
1802,FRIT-F 499,,
1803,FRIT-F 572,,
1804,FRIT-F 576,79.0,21.0
1805,FRIT-F 580,69.91,27.41
1806,FRIT-F 604,96.3,3.7
1807,FRIT-F 615,96.66,3.34
1808,FRIT-F 651,88.9,11.1
1809,FRIT-F 815,100.0,0.0
1810,FRIT-F 825,79.63,20.37
1811,FRIT-F 875,,
1812,FRIT-G 901,,
1813,FRIT-M 100,40.42,32.56
1814,FRIT-M 115,60.79,27.37
1815,FRIT-M 150,41.1,38.13
1816,FRIT-M 200,37.86,37.26
1817,FRIT-M 215,62.4,28.28
1818,FRIT-M 222,64.68,26.27
1819,FRIT-M 236,47.2,31.4
1820,FRIT-M 250,31.97,38.45
1821,FRIT-M 300,63.12,29.96
1822,FRIT-M 308,71.13,24.92
1823,FRIT-M 450,66.2,33.8
1824,FRIT-M 499,,
1825,FRIT-M 572,,
1826,FRIT-M 604,93.49,6.51
1827,FRIT-M 605,92.45,7.55
1828,FRIT-M 815,100.0,0.0
1829,FRIT-M 875,,
1830,FRIT-X 471,,
1831,FRIT-X 490,,
1832,FRIT-X 493,,
1833,GEOG-G 107,35.89,41.78
1834,GEOG-G 109,25.9,43.9
1835,GEOG-G 110,30.49,39.91
1836,GEOG-G 120,53.41,31.84
1837,GEOG-G 185,39.75,37.24
1838,GEOG-G 208,54.62,29.12
1839,GEOG-G 218,64.82,25.6
1840,GEOG-G 237,45.16,34.49
1841,GEOG-G 250,35.46,38.29
1842,GEOG-G 304,26.05,39.86
1843,GEOG-G 305,36.94,40.26
1844,GEOG-G 307,43.7,38.89
1845,GEOG-G 314,45.3,41.0
1846,GEOG-G 315,72.5,25.0
1847,GEOG-G 336,46.27,33.22
1848,GEOG-G 338,43.22,39.95
1849,GEOG-G 339,17.77,65.4
1850,GEOG-G 352,72.47,19.38
1851,GEOG-G 369,51.69,36.09
1852,GEOG-G 379,,
1853,GEOG-G 384,40.0,26.7
1854,GEOG-G 417,83.3,0.0
1855,GEOG-G 439,59.0,33.6
1856,GEOG-G 488,28.61,38.54
1857,GEOG-G 489,,
1858,GEOG-G 499,,
1859,GEOG-G 500,75.55,24.45
1860,GEOG-G 532,100.0,0.0
1861,GEOG-G 535,100.0,0.0
1862,GEOG-G 538,84.43,14.13
1863,GEOG-G 560,,
1864,GEOG-G 577,,
1865,GEOG-G 588,68.87,28.98
1866,GEOG-G 589,,
1867,GEOG-G 599,,
1868,GEOG-G 603,100.0,0.0
1869,GEOG-G 639,91.65,8.35
1870,GEOG-G 830,100.0,0.0
1871,GEOG-G 831,,
1872,GEOG-G 840,,
1873,GEOG-G 845,,
1874,GEOG-G 850,,
1875,GEOG-G 860,,
1876,GEOG-G 901,,
1877,GEOG-X 473,100.0,0.0
1878,GEOG-X 490,,
1879,GEOL-G 547,85.7,14.3
1880,GEOL-G 581,83.3,16.7
1881,GEOL-G 582,72.23,27.77
1882,GEOL-G 586,64.3,28.6
1883,GER-E 121,52.16,38.23
1884,GER-E 122,87.1,8.45
1885,GER-E 321,70.0,20.0
1886,GER-E 342,47.68,35.18
1887,GER-E 351,83.3,0.0
1888,GER-E 363,73.24,18.96
1889,GER-G 100,35.51,36.82
1890,GER-G 105,49.83,27.48
1891,GER-G 150,37.14,41.44
1892,GER-G 200,27.59,42.45
1893,GER-G 250,32.48,43.94
1894,GER-G 300,51.38,35.21
1895,GER-G 330,46.53,43.27
1896,GER-G 332,75.32,24.68
1897,GER-G 399,,
1898,GER-G 400,52.62,34.76
1899,GER-G 415,70.27,24.17
1900,GER-G 421,,
1901,GER-G 458,32.17,56.58
1902,GER-G 491,91.43,7.62
1903,GER-G 496,,
1904,GER-G 499,,
1905,GER-G 500,100.0,0.0
1906,GER-G 503,,
1907,GER-G 548,83.9,16.1
1908,GER-G 599,,
1909,GER-G 625,100.0,0.0
1910,GER-G 639,100.0,0.0
1911,GER-G 815,100.0,0.0
1912,GER-G 820,,
1913,GER-G 825,,
1914,GER-G 850,,
1915,GER-G 875,,
1916,GER-G 885,,
1917,GER-G 901,,
1918,GER-K 100,69.75,18.38
1919,GER-K 200,68.77,22.93
1920,GER-K 501,,
1921,GER-K 503,,
1922,GER-K 507,,
1923,GER-N 100,49.18,39.8
1924,GER-N 200,45.78,43.55
1925,GER-N 300,81.8,18.2
1926,GER-N 400,,
1927,GER-N 401,,
1928,GER-N 403,,
1929,GER-N 505,,
1930,GER-V 415,,
1931,GER-V 605,73.3,26.7
1932,GER-V 815,,
1933,GER-X 371,,
1934,GER-X 490,,
1935,GER-X 491,,
1936,GER-X 492,,
1937,GER-X 493,,
1938,GER-Y 100,,
1939,GER-Y 200,,
1940,GER-Y 501,,
1941,GER-Y 503,,
1942,GER-Y 505,,
1943,GER-Y 815,,
1944,GLLC-Q 199,77.33,13.62
1945,GNDR-G 101,69.28,25.38
1946,GNDR-G 205,55.3,30.52
1947,GNDR-G 206,57.48,30.45
1948,GNDR-G 225,48.22,37.59
1949,GNDR-G 300,53.23,32.8
1950,GNDR-G 302,42.2,39.82
1951,GNDR-G 310,58.71,31.35
1952,GNDR-G 399,37.85,47.85
1953,GNDR-G 402,54.16,33.95
1954,GNDR-G 410,54.61,28.22
1955,GNDR-G 499,,
1956,GNDR-G 600,95.38,4.62
1957,GNDR-G 601,93.34,6.66
1958,GNDR-G 695,95.83,4.17
1959,GNDR-G 701,97.82,2.18
1960,GNDR-G 702,97.8,2.2
1961,GNDR-G 899,,
1962,GNDR-G 901,,
1963,GNDR-X 474,,
1964,GNDR-X 476,,
1965,GNDR-X 490,,
1966,GRAD-G 514,,
1967,GRAD-G 597,,
1968,GRAD-G 741,,
1969,GRAD-L 830,,
1970,HISP-C 105,14.3,57.1
1971,HISP-C 491,,
1972,HISP-C 803,,
1973,HISP-G 599,,
1974,HISP-G 901,,
1975,HISP-P 100,32.27,37.83
1976,HISP-P 135,49.67,30.27
1977,HISP-P 200,39.65,23.4
1978,HISP-P 311,50.0,37.5
1979,HISP-P 405,66.7,33.3
1980,HISP-P 411,44.4,55.6
1981,HISP-P 491,71.4,28.6
1982,HISP-P 492,,
1983,HISP-P 498,,
1984,HISP-P 499,,
1985,HISP-P 505,90.0,10.0
1986,HISP-P 511,,
1987,HISP-P 581,,
1988,HISP-P 802,,
1989,HISP-P 803,,
1990,HISP-P 805,,
1991,HISP-S 100,38.87,36.47
1992,HISP-S 105,25.56,45.91
1993,HISP-S 150,20.57,39.37
1994,HISP-S 200,24.71,45.55
1995,HISP-S 250,36.26,43.05
1996,HISP-S 269,68.82,21.05
1997,HISP-S 280,68.17,24.75
1998,HISP-S 308,72.54,23.21
1999,HISP-S 315,68.53,19.93
2000,HISP-S 317,66.7,33.3
2001,HISP-S 322,79.4,18.78
2002,HISP-S 324,63.84,30.04
2003,HISP-S 326,55.16,31.15
2004,HISP-S 328,54.14,36.88
2005,HISP-S 334,43.84,44.67
2006,HISP-S 407,40.1,41.24
2007,HISP-S 411,80.3,19.7
2008,HISP-S 413,52.79,36.33
2009,HISP-S 420,52.6,36.8
2010,HISP-S 425,61.99,29.63
2011,HISP-S 427,58.49,33.89
2012,HISP-S 429,59.54,32.0
2013,HISP-S 430,53.23,34.74
2014,HISP-S 471,43.56,44.09
2015,HISP-S 480,60.68,25.63
2016,HISP-S 498,,
2017,HISP-S 499,,
2018,HISP-S 508,76.1,21.6
2019,HISP-S 515,76.03,20.11
2020,HISP-S 517,75.02,23.03
2021,HISP-S 538,88.2,6.8
2022,HISP-S 612,83.35,15.98
2023,HISP-S 618,96.66,3.34
2024,HISP-S 678,83.7,14.45
2025,HISP-S 695,82.37,15.24
2026,HISP-S 802,,
2027,HISP-S 803,,
2028,HISP-S 805,,
2029,HISP-X 270,,
2030,HISP-X 272,,
2031,HISP-X 370,,
2032,HISP-X 490,,
2033,HISP-X 491,,
2034,HISP-X 492,,
2035,HIST-H 101,30.7,39.83
2036,HIST-D 103,23.73,51.31
2037,HIST-H 103,32.97,44.8
2038,HIST-H 105,31.15,44.81
2039,HIST-H 106,48.44,36.76
2040,HIST-A 200,39.07,42.61
2041,HIST-F 200,36.99,50.06
2042,HIST-G 200,40.51,46.19
2043,HIST-B 204,26.99,43.26
2044,HIST-W 210,,
2045,HIST-C 220,34.7,30.6
2046,HIST-A 222,26.0,48.5
2047,HIST-B 226,31.26,46.68
2048,HIST-H 251,41.67,36.91
2049,HIST-B 270,27.76,53.34
2050,HIST-H 270,52.71,34.71
2051,HIST-A 300,43.87,37.48
2052,HIST-J 300,46.35,39.1
2053,HIST-H 301,75.0,25.0
2054,HIST-D 327,48.9,28.15
2055,HIST-E 331,41.1,35.97
2056,HIST-H 333,47.15,38.17
2057,HIST-W 335,48.1,29.6
2058,HIST-F 336,43.97,39.46
2059,HIST-A 348,37.35,40.28
2060,HIST-B 351,33.4,45.06
2061,HIST-B 378,30.22,52.6
2062,HIST-A 379,40.94,44.49
2063,HIST-A 382,40.11,45.71
2064,HIST-G 383,44.2,38.17
2065,HIST-A 385,34.17,48.6
2066,HIST-A 386,49.15,34.2
2067,HIST-K 392,96.85,2.63
2068,HIST-K 393,,
2069,HIST-A 394,55.6,22.2
2070,HIST-J 400,45.73,40.53
2071,HIST-J 425,,
2072,HIST-X 473,,
2073,HIST-X 490,,
2074,HIST-K 498,97.96,2.04
2075,HIST-K 499,100.0,0.0
2076,HIST-T 530,,
2077,HIST-H 543,,
2078,HIST-T 550,20.0,50.0
2079,HIST-H 575,97.88,2.12
2080,HIST-H 585,,
2081,HIST-H 601,90.57,9.07
2082,HIST-H 605,87.86,12.14
2083,HIST-H 620,90.77,9.23
2084,HIST-H 650,91.33,8.05
2085,HIST-H 695,98.57,1.43
2086,HIST-H 699,93.81,6.19
2087,HIST-H 705,85.7,14.3
2088,HIST-H 720,95.0,5.0
2089,HIST-H 765,85.66,12.55
2090,HIST-H 898,,
2091,HIST-H 899,100.0,0.0
2092,HIST-G 901,,
2093,HON-BD 299,,
2094,HON-BT 299,,
2095,HON-BU 299,,
2096,HON-BV 299,,
2097,HON-H 211,89.74,9.19
2098,HON-H 212,83.47,15.58
2099,HON-H 226,84.49,14.1
2100,HON-H 228,87.34,10.94
2101,HON-H 233,83.47,14.38
2102,HON-H 234,82.26,16.07
2103,HON-H 237,83.02,16.23
2104,HON-H 238,96.45,3.1
2105,HON-H 240,92.72,7.28
2106,HON-H 241,83.0,15.58
2107,HON-H 299,95.99,2.43
2108,HON-H 303,90.57,9.43
2109,HON-H 304,78.45,19.68
2110,HON-X 298,100.0,0.0
2111,HPSC-G 901,100.0,0.0
2112,HPSC-X 102,47.98,29.39
2113,HPSC-X 111,89.42,5.82
2114,HPSC-X 200,49.03,27.67
2115,HPSC-X 205,26.93,30.63
2116,HPSC-X 207,24.0,40.2
2117,HPSC-X 305,44.1,24.67
2118,HPSC-X 333,,
2119,HPSC-X 392,,
2120,HPSC-X 433,,
2121,HPSC-X 452,,
2122,HPSC-X 501,84.9,9.53
2123,HPSC-X 506,87.18,12.82
2124,HPSC-X 533,,
2125,HPSC-X 552,94.44,5.56
2126,HPSC-X 600,100.0,0.0
2127,HPSC-X 700,,
2128,HPSC-X 705,90.47,9.53
2129,HPSC-X 733,100.0,0.0
2130,HPSC-X 755,88.6,11.4
2131,HPSC-X 800,100.0,0.0
2132,HUBI-B 200,39.71,52.04
2133,HUBI-B 300,50.79,40.27
2134,HUBI-B 400,74.25,23.04
2135,HUBI-B 480,,
2136,HUBI-S 200,85.24,14.76
2137,HUBI-S 300,88.28,11.72
2138,HUBI-X 371,100.0,0.0
2139,HUBI-X 498,100.0,0.0
2140,ILS-G 901,88.9,11.1
2141,ILS-Z 115,88.23,11.77
2142,ILS-Z 331,100.0,0.0
2143,ILS-Z 399,66.21,18.44
2144,ILS-Z 501,98.4,1.23
2145,ILS-Z 503,81.04,16.48
2146,ILS-Z 505,68.47,26.18
2147,ILS-Z 510,81.36,18.46
2148,ILS-Z 511,87.95,10.52
2149,ILS-Z 513,67.74,31.02
2150,ILS-Z 515,87.14,12.86
2151,ILS-Z 516,97.76,1.98
2152,ILS-Z 532,96.0,3.64
2153,ILS-Z 534,85.55,14.12
2154,ILS-Z 542,100.0,0.0
2155,ILS-Z 543,95.0,3.33
2156,ILS-Z 555,83.3,16.7
2157,ILS-Z 571,94.9,3.56
2158,ILS-Z 581,93.23,5.93
2159,ILS-Z 583,98.82,1.18
2160,ILS-Z 584,98.05,1.95
2161,ILS-Z 601,,
2162,ILS-Z 602,,
2163,ILS-Z 603,88.34,10.21
2164,ILS-Z 604,91.53,7.74
2165,ILS-Z 605,,
2166,ILS-Z 636,90.77,5.79
2167,ILS-Z 639,92.81,6.48
2168,ILS-Z 642,92.12,7.88
2169,ILS-Z 652,83.95,13.25
2170,ILS-Z 680,94.35,2.08
2171,ILS-Z 684,100.0,0.0
2172,ILS-Z 690,,
2173,ILS-Z 701,100.0,0.0
2174,ILS-Z 702,,
2175,ILS-Z 703,,
2176,ILS-Z 710,,
2177,ILS-Z 764,62.5,37.5
2178,ILS-Z 765,,
2179,ILS-Z 790,,
2180,ILS-Z 799,,
2181,IMP-I 470,,
2182,IMP-X 390,,
2183,IMP-X 473,,
2184,IMP-X 490,97.63,2.37
2185,INFO-G 599,,
2186,INFO-G 901,94.43,5.57
2187,INFO-H 101,94.65,5.0
2188,INFO-I 101,57.87,27.25
2189,INFO-I 123,28.35,48.0
2190,INFO-I 130,72.36,16.18
2191,INFO-I 201,33.88,35.92
2192,INFO-I 202,43.74,36.84
2193,INFO-I 210,50.45,31.8
2194,INFO-I 211,54.63,26.86
2195,INFO-I 222,41.43,35.37
2196,INFO-I 230,37.38,41.17
2197,INFO-I 231,40.02,34.23
2198,INFO-I 300,65.53,26.32
2199,INFO-I 301,,
2200,INFO-I 308,39.43,44.92
2201,INFO-I 310,52.53,31.15
2202,INFO-I 311,35.0,30.0
2203,INFO-I 330,23.76,40.63
2204,INFO-I 360,49.66,34.66
2205,INFO-I 368,22.43,47.03
2206,INFO-I 370,88.5,11.5
2207,INFO-I 390,91.92,7.02
2208,INFO-I 391,88.23,11.4
2209,INFO-I 399,62.72,28.12
2210,INFO-I 400,66.43,22.44
2211,INFO-I 407,34.14,61.22
2212,INFO-I 422,42.6,47.25
2213,INFO-I 423,88.9,0.0
2214,INFO-I 427,47.5,34.55
2215,INFO-I 430,58.55,34.65
2216,INFO-I 436,61.3,25.8
2217,INFO-I 441,88.63,10.97
2218,INFO-I 453,46.05,37.73
2219,INFO-I 469,36.4,31.8
2220,INFO-I 490,,
2221,INFO-I 491,70.99,27.04
2222,INFO-I 492,,
2223,INFO-I 493,,
2224,INFO-I 494,,
2225,INFO-I 499,89.6,6.27
2226,INFO-I 500,45.78,38.32
2227,INFO-I 501,72.02,26.2
2228,INFO-I 505,,
2229,INFO-I 507,82.6,14.07
2230,INFO-I 519,63.91,29.0
2231,INFO-I 520,68.66,20.8
2232,INFO-I 521,97.23,2.77
2233,INFO-I 526,69.2,25.85
2234,INFO-I 527,87.25,12.75
2235,INFO-I 535,51.47,40.2
2236,INFO-I 538,52.7,47.3
2237,INFO-I 541,86.8,13.04
2238,INFO-I 542,65.49,32.98
2239,INFO-I 544,97.11,2.61
2240,INFO-I 549,79.32,20.68
2241,INFO-I 552,100.0,0.0
2242,INFO-I 554,95.19,4.81
2243,INFO-I 561,93.67,6.33
2244,INFO-I 566,,
2245,INFO-I 590,89.52,8.93
2246,INFO-I 591,100.0,0.0
2247,INFO-I 601,89.22,5.77
2248,INFO-I 617,91.88,4.55
2249,INFO-I 621,,
2250,INFO-I 692,95.0,5.0
2251,INFO-I 694,87.41,12.39
2252,INFO-I 698,100.0,0.0
2253,INFO-I 699,98.38,1.62
2254,INFO-I 709,87.53,12.47
2255,INFO-I 790,99.11,0.89
2256,INFO-I 798,,
2257,INFO-I 890,,
2258,INFO-Y 100,74.87,13.42
2259,INFO-Y 101,83.87,8.5
2260,INFO-Y 395,80.03,12.74
2261,INST-B 100,,
2262,INST-B 200,,
2263,INST-B 510,,
2264,INST-H 100,69.54,25.28
2265,INST-H 110,,
2266,INST-H 200,76.95,21.45
2267,INST-H 300,,
2268,INST-H 510,,
2269,INST-I 100,64.53,22.07
2270,INST-I 212,48.2,42.28
2271,INST-I 370,57.1,14.3
2272,INST-I 501,,
2273,INST-I 506,,
2274,INST-I 508,,
2275,INST-I 570,,
2276,INST-I 656,,
2277,INST-L 500,,
2278,INST-L 560,,
2279,INST-S 100,,
2280,INST-U 100,,
2281,INST-U 150,,
2282,INST-U 200,,
2283,INST-U 506,,
2284,INST-U 507,,
2285,INST-U 508,,
2286,INST-U 510,,
2287,INST-X 490,,
2288,INTL-I 100,35.82,41.34
2289,INTL-I 102,43.35,40.5
2290,INTL-I 202,55.09,33.33
2291,INTL-I 203,31.49,48.56
2292,INTL-I 204,69.33,24.56
2293,INTL-I 205,62.94,28.05
2294,INTL-I 206,43.08,43.75
2295,INTL-I 210,31.22,51.66
2296,INTL-I 220,52.9,37.58
2297,INTL-I 300,49.4,35.87
2298,INTL-I 302,57.78,34.96
2299,INTL-I 303,42.58,39.53
2300,INTL-I 304,62.01,29.95
2301,INTL-I 305,67.22,23.84
2302,INTL-I 306,49.69,44.56
2303,INTL-I 310,57.12,31.78
2304,INTL-I 315,58.2,29.5
2305,INTL-I 325,,
2306,INTL-I 340,,
2307,INTL-I 400,60.04,30.18
2308,INTL-I 401,,
2309,INTL-I 406,,
2310,INTL-I 424,58.93,29.92
2311,INTL-I 425,55.52,26.98
2312,INTL-I 426,67.53,27.28
2313,INTL-I 431,,
2314,INTL-I 499,90.5,9.5
2315,INTL-I 500,,
2316,INTL-I 504,,
2317,INTL-I 506,85.7,0.0
2318,INTL-I 510,,
2319,INTL-I 515,75.0,25.0
2320,INTL-I 680,,
2321,INTL-I 701,72.03,27.98
2322,INTL-I 702,100.0,0.0
2323,INTL-L 250,32.95,57.6
2324,INTL-L 350,60.0,40.0
2325,INTL-L 354,,
2326,INTL-X 390,66.7,33.3
2327,JSTU-C 216,73.8,26.2
2328,JSTU-H 100,43.14,37.5
2329,JSTU-H 150,30.36,41.37
2330,JSTU-H 200,25.73,45.55
2331,JSTU-H 250,26.48,43.73
2332,JSTU-H 300,32.97,55.21
2333,JSTU-H 399,,
2334,JSTU-H 499,,
2335,JSTU-H 500,92.85,7.15
2336,JSTU-H 520,64.3,35.7
2337,JSTU-H 595,100.0,0.0
2338,JSTU-J 203,42.42,44.47
2339,JSTU-J 204,46.15,46.12
2340,JSTU-J 251,60.52,30.78
2341,JSTU-J 258,43.8,37.5
2342,JSTU-J 303,40.34,41.33
2343,JSTU-J 304,65.16,26.48
2344,JSTU-J 320,45.02,37.07
2345,JSTU-J 699,,
2346,JSTU-P 598,,
2347,JSTU-X 170,,
2348,JSTU-X 473,,
2349,JSTU-X 490,,
2350,LAMP-L 216,82.03,16.78
2351,LAMP-L 316,80.95,17.53
2352,LAMP-L 416,72.78,24.67
2353,LAMP-M 201,60.7,25.0
2354,LAMP-M 301,47.6,38.1
2355,LAMP-M 303,,
2356,LAMP-X 215,92.87,6.71
2357,LAMP-X 373,,
2358,LAMP-X 491,,
2359,LATS-L 101,48.88,31.69
2360,LATS-L 102,51.71,32.16
2361,LATS-L 200,51.24,34.49
2362,LATS-L 250,,
2363,LATS-L 320,35.92,44.6
2364,LATS-L 599,,
2365,LATS-L 601,,
2366,LATS-X 490,,
2367,LAW-B 501,42.87,55.45
2368,LAW-B 504,86.55,13.46
2369,LAW-B 506,87.5,12.5
2370,LAW-B 512,,
2371,LAW-B 514,,
2372,LAW-B 524,31.45,68.55
2373,LAW-B 528,,
2374,LAW-B 529,100.0,0.0
2375,LAW-B 530,,
2376,LAW-B 531,38.7,60.39
2377,LAW-B 533,33.81,63.46
2378,LAW-B 534,35.17,63.1
2379,LAW-B 536,63.38,36.62
2380,LAW-B 537,100.0,0.0
2381,LAW-B 538,,
2382,LAW-B 539,100.0,0.0
2383,LAW-B 542,26.63,71.1
2384,LAW-B 545,,
2385,LAW-B 547,,
2386,LAW-B 548,,
2387,LAW-B 551,,
2388,LAW-B 554,54.52,44.59
2389,LAW-B 558,92.07,7.93
2390,LAW-B 560,100.0,0.0
2391,LAW-B 561,98.41,1.59
2392,LAW-B 563,83.8,16.22
2393,LAW-B 564,70.84,29.17
2394,LAW-B 568,92.36,7.64
2395,LAW-B 569,56.57,40.97
2396,LAW-B 572,41.45,53.55
2397,LAW-B 575,89.58,8.88
2398,LAW-B 587,56.01,38.39
2399,LAW-B 590,59.73,40.27
2400,LAW-B 592,,
2401,LAW-B 600,,
2402,LAW-B 601,28.41,71.4
2403,LAW-B 602,31.48,68.26
2404,LAW-B 603,87.55,12.45
2405,LAW-B 608,31.55,66.87
2406,LAW-B 614,43.86,55.37
2407,LAW-B 617,,
2408,LAW-B 618,,
2409,LAW-B 620,62.48,37.52
2410,LAW-B 625,100.0,0.0
2411,LAW-B 634,69.06,30.94
2412,LAW-B 639,82.0,14.42
2413,LAW-B 642,,
2414,LAW-B 645,31.86,67.95
2415,LAW-B 649,44.45,35.4
2416,LAW-B 650,39.64,57.4
2417,LAW-B 652,,
2418,LAW-B 653,36.78,60.27
2419,LAW-B 658,75.33,24.67
2420,LAW-B 662,54.38,45.3
2421,LAW-B 668,48.91,49.46
